scenario,time_s,hr_bpm,map_mmHg,sbp_mmHg,dbp_mmHg,co_L_min,sv_mL,svr_dyn_s_cm5,cvp_mmHg,SaO2_pct,SvO2_pct,PaO2_mmHg,PaCO2_mmHg,CPP_mmHg,ICP_mmHg,DO2_mL_min,lactate_mmol_L,brainFlow_mL_100g_min,ACA_mL_100g_min,MCA_mL_100g_min,PCA_mL_100g_min,renalPerfusion_mL_min,urineOutput_mL_h,VT_mL,minuteVentilation_mL_min,alveolarVentilation_mL_min,airwayPressure_cmH2O,airwayFlow_mL_s,lungVolume_mL,breathDuration_s,respiratoryRate_per_min,PEEP_cmH2O,FiO2_pct,VT_mL_kg_PBW,preloadEDV_mL,strokeVolume_mL,contractility_relative,afterload_dimensionless
healthy,0,72,87.4,119.13333333333334,71.53333333333333,5.04,70,1300,5.5,97.63509909722804,67.85047976526253,91.98355469387023,40,82.4,5,805.1740001712126,1,50,18,22,10,1006.7707317073172,110.60936585365855,420,6720,4480,1.68,336,0,3.75,16,0,21,6,120,70,1,1
healthy,1,76.1028964165119,139.59291718873934,171.4861340437777,123.64630876122015,5.392386315714897,70.85651886627697,1963.842736743545,7.220433440839525,99.90416528747659,74.87836250747499,280.0598064118765,29.458128426228402,135.6471043461165,3.945812842622839,911.5704609071206,1,39.8036505748084,14.329314206931024,17.513606252915697,7.960730114961681,1157.959562385054,124.21636061465485,630,19530,15190,17,-707.9625,331.14375000000007,1.935483870967742,31,17,88,9,117.92535967428175,70.85651886627697,1.18288038806179,1.1123426169873696
healthy,2,78.97529837324036,178.15265934132313,210.03421732209642,162.2118803509365,5.590982059829531,70.79406061128545,2428.5932403897523,8.424893870793493,99.96863444816461,77.93353097385334,411.7303480504181,22.077856183863418,174.9448737229368,3.2077856183863425,967.807239209632,1,32.66527537173497,11.759499133824589,14.372721163563387,6.5330550743469935,1263.8055426361032,133.7424988372493,630,19530,15190,23.3,976.5,62.99999999999994,1.935483870967742,31,17,88,9,116.47292209698433,70.79406061128545,1.3109133509223376,1.1909927022198046
healthy,3,80.38145879405184,197.44565367038314,229.29208919929886,181.52243590592528,5.67540561276429,70.60590461919142,2656.1079732246476,9.014527428543838,99.97942602650967,79.3298194479623,476.18856351891276,18.46490546235395,194.59916312414774,2.846490546235395,993.4943607598248,1,29.170743328282203,10.501467598181593,12.835127064444169,5.834148665656439,1315.6215594656337,138.40594035190702,630,19530,15190,17,-659.1374999999999,287.04375000000005,1.935483870967742,31,17,88,9,115.76189339499125,70.60590461919142,1.373590820039084,1.229495195468787
healthy,4,81.06983290005923,206.96602615663616,238.78909413058065,191.05449216966392,5.713860297573927,70.48072128898828,2767.485913110298,9.303177618935417,99.98291859692195,79.99511728919076,507.7435452914392,16.696215570248704,204.2964045996113,2.669621557024871,1005.6670643861867,1,27.46002431235538,9.885608752447936,12.082410697436368,5.4920048624710756,1340.987658335993,140.68888925023936,630,19530,15190,24.717499999999998,976.5,125.99999999999989,1.935483870967742,31,17,88,9,115.41381522422493,70.48072128898828,1.4042740522873256,1.2483437699109743
healthy,5,81.40682070231009,211.64210500896306,243.45234493831734,195.73698504428592,5.732017028481899,70.41199962154083,2822.0100546399544,9.444483912171139,99.98434029108903,80.31680743392474,523.1910234356511,15.830368185225897,209.05906819044046,2.58303681852259,1011.5321970015833,1,26.622556086262918,9.58412019105465,11.713924677955683,5.324511217252583,1353.4054204734746,141.8064878426127,630,19530,15190,17,-610.3125,246.0937500000001,1.935483870967742,31,17,88,9,115.24341645885244,70.41199962154083,1.4192947727227012,1.2575709323236852
healthy,6,81.57179027027443,213.93464071905703,245.73827805420467,198.0328220514832,5.740747586550415,70.37662858114811,2848.701893370301,9.51365922946759,99.98497852216332,80.4733653184553,530.7532075223386,15.406499819438782,211.39399073711314,2.5406499819438775,1014.381152675119,1,26.2125805010354,9.436528980372744,11.533535420455577,5.242516100207078,1359.484432358241,142.3535989122417,630,19530,15190,26.134999999999998,976.5,188.99999999999986,1.935483870967742,31,17,88,9,115.15999916446555,70.37662858114811,1.4266480411323759,1.2620880127242047
healthy,7,81.65254974635211,215.05771206348786,246.85804095841735,199.15754761602312,5.744983973812582,70.35890479426509,2861.768660398981,9.547523429097279,99.98527823892191,80.54978965284795,534.4552116700108,15.198998596217665,212.53781220386608,2.519899859621765,1015.7705231014203,1,26.011880372665292,9.364276934159506,11.445227363972728,5.202376074533058,1362.460361924776,142.6214325732298,630,19530,15190,17,-561.4875000000001,208.29375000000013,1.935483870967742,31,17,88,9,115.11916292373562,70.35890479426509,1.4302477723528155,1.2642993117598273
healthy,8,81.69208487429611,215.60768499438763,247.40637614256218,199.70833942030035,5.74704888490006,70.35013115093518,2868.165387215245,9.564101365583557,99.98542203413022,80.58715091801749,536.267496924149,15.097418103041898,213.09794318408345,2.5097418103041895,1016.4494076038584,1,25.91362929874969,9.328906547549888,11.401996891449864,5.182725859749938,1363.9172034235023,142.7525483081152,630,19530,15190,27.552499999999995,976.5,251.99999999999977,1.935483870967742,31,17,88,9,115.0991718826786,70.35013115093518,1.4320099907484287,1.2653818347595027
healthy,9,81.71143896644062,215.87696296397866,247.6748480381112,199.97802042691237,5.748057597089201,70.34581289713871,2871.296851476612,9.572216956123086,99.98549173964282,80.60542849111599,537.1546860550503,15.047690219834019,213.37219394199525,2.504769021983402,1016.7814457712716,1,25.865531304971796,9.311591269789846,11.38083377418759,5.173106260994363,1364.6303880285,142.816734922565,630,19530,15190,17,-512.6625000000001,173.64375000000015,1.935483870967742,31,17,88,9,115.08938543526332,70.34581289713871,1.432872670066319,1.2659117748652726
healthy,10,81.72091360082824,216.00879607062151,247.80628550234425,200.11005135476015,5.748550889415731,70.343693384229,2872.8298336879648,9.576189875784092,99.98552570002718,80.61437317733125,537.5890020945327,15.023346349362182,213.5064614356853,2.5023346349362177,1016.9439194519971,1,25.84198533327641,9.303114719979506,11.37047354664162,5.168397066655281,1364.9795216036011,142.8481569443241,630,19530,15190,28.969999999999995,976.5,314.9999999999997,1.935483870967742,31,17,88,9,115.0845945615545,70.343693384229,1.4332949875312648,1.2661712026241165
healthy,11,81.7255518290701,216.07333633563061,247.87063183594438,200.17468858547375,5.748792253352722,70.34265446596659,2873.580292343783,9.578134785468224,99.98554228608107,80.61875126824086,537.8016178892731,15.011429010611359,213.57219343456947,2.5011429010611357,1017.0234396367947,1,25.83045859921677,9.298965095718037,11.36540178365538,5.166091719843351,1365.150437033363,142.86353933300268,630,19530,15190,17,-463.8375000000002,142.14375000000018,1.935483870967742,31,17,88,9,115.08224922928834,70.34265446596659,1.4335017295239136,1.2662982033197168
healthy,12,81.727822435021,216.10493207456307,247.90213257797234,200.20633182285843,5.748910381533929,70.34214555397817,2873.9476731195796,9.579086899782684,99.9855503963277,80.62089435710723,537.9057021782783,15.00559497682178,213.60437257688088,2.5005594976821772,1017.0623638985163,1,25.824815782695936,9.296933681770536,11.362918944386212,5.164963156539187,1365.2341072564925,142.8710696530843,630,19530,15190,30.387499999999996,976.5,377.9999999999997,1.935483870967742,31,17,88,9,115.08110109143855,70.34214555397817,1.4336029383420954,1.2663603754510058
healthy,13,81.72893399122637,216.12039964645604,247.9175536306905,200.2218226543388,5.748968203125709,70.34189634411312,2874.127521314252,9.57955299940427,99.9855543644008,80.62194344789033,537.9566557738516,15.002738974238516,213.62012574903218,2.5002738974238508,1017.0814179441537,1,25.822053388931757,9.295939220015432,11.361703491129973,5.16441067778635,1365.2750673163787,142.87475605847408,630,19530,15190,17,-415.0125000000003,113.7937500000002,1.935483870967742,31,17,88,9,115.08053903013015,70.34189634411312,1.4336524842749099,1.2663908112993352
healthy,14,81.72947814429584,216.12797170115098,247.9251029089009,200.229406097276,5.7489965075084735,70.3417743272317,2874.2155644979407,9.579781174586541,99.98555630640362,80.62245701182921,537.981599681589,15.001340841994205,213.62783761695155,2.5001340841994204,1017.0907454531427,1,25.820701082104087,9.295452389557472,11.361108476125798,5.164140216420817,1365.2951189720718,142.87656070748648,630,19530,15190,31.804999999999993,976.5,440.9999999999996,1.935483870967742,31,17,88,9,115.08026387770445,70.3417743272317,1.4336767390730842,1.266405710915036
healthy,15,81.72974452989256,216.1316785454912,247.9287986023858,200.23311851704392,5.749010363276733,70.34171459050675,2874.2586653041976,9.579892875843946,99.98555725696693,80.62270842044671,537.9938107635787,15.000656398015048,213.6316129056897,2.500065639801504,1017.0953115998263,1,25.820039071575437,9.295214065767157,11.360817191493192,5.16400781431509,1365.3049350928761,142.87744415835886,630,19530,15190,17,-366.1875000000002,88.59375000000016,1.935483870967742,31,17,88,9,115.08012917912936,70.34171459050675,1.4336886128072348,1.2664130048976334
healthy,16,81.72987493673968,216.13349320216662,247.93060780005715,200.23493590322136,5.749017146155163,70.34168534584202,2874.27976494442,9.579947558262868,99.9855577222766,80.62283149488131,537.999788596921,15.000321334173616,213.63346106874926,2.500032133417361,1017.0975469050608,1,25.8197149898426,9.295097396343335,11.360674595530744,5.163942997968521,1365.3097404929451,142.87787664436507,630,19530,15190,33.22249999999999,976.5,503.99999999999955,1.935483870967742,31,17,88,9,115.0800632385654,70.34168534584202,1.433694425494756,1.2664165756059786
healthy,17,81.72993877632396,216.13438155267295,247.9314934781066,200.23582558995614,5.749020466633385,70.34167102910882,2874.2900940973104,9.579974327584972,99.98555795005771,80.62289174481064,538.002714995376,15.000157306464622,213.6343658220265,2.5000157306464623,1017.0986411767879,1,25.81955633833327,9.295040281799977,11.36060478886664,5.163911267666654,1365.3120929364702,142.87808836428232,630,19530,15190,17,-317.36250000000035,66.54375000000016,1.935483870967742,31,17,88,9,115.08003095791224,70.34167102910882,1.4336972710474511,1.266418323616468
healthy,18,81.72997002846002,216.13481643736588,247.93192705450932,200.23626112879415,5.749022092140219,70.34166402041129,2874.295150647957,9.579987432283342,99.98555806156429,80.62292123962908,538.004147589332,15.00007700806775,213.6348087365591,2.5000077008067754,1017.0991768675943,1,25.819478671810103,9.295012321851637,11.360570615596446,5.16389573436202,1365.313244555577,142.87819201000192,630,19530,15190,34.639999999999986,976.5,566.9999999999995,1.935483870967742,31,17,88,9,115.08001515518771,70.34166402041129,1.4336986640640401,1.2664191793404234
