scenario,time_s,hr_bpm,map_mmHg,sbp_mmHg,dbp_mmHg,co_L_min,sv_mL,svr_dyn_s_cm5,cvp_mmHg,SaO2_pct,SvO2_pct,PaO2_mmHg,PaCO2_mmHg,CPP_mmHg,ICP_mmHg,DO2_mL_min,lactate_mmol_L,brainFlow_mL_100g_min,ACA_mL_100g_min,MCA_mL_100g_min,PCA_mL_100g_min,renalPerfusion_mL_min,urineOutput_mL_h,VT_mL,minuteVentilation_mL_min,alveolarVentilation_mL_min,airwayPressure_cmH2O,airwayFlow_mL_s,lungVolume_mL,breathDuration_s,respiratoryRate_per_min,PEEP_cmH2O,FiO2_pct,VT_mL_kg_PBW,preloadEDV_mL,strokeVolume_mL,contractility_relative,afterload_dimensionless
healthy,10,81.72047044762367,216.00262974365512,247.8001376957621,200.10387576760164,5.7485278243888995,70.34379260057307,2872.7581321370953,9.576004052035412,99.98552411399638,80.6139548543264,537.5686880078018,15.024484975273213,213.5001812461278,2.502448497527321,1016.9363212039009,1,25.84308663939385,9.303511190181785,11.370958121333294,5.168617327878772,1364.9631917214863,142.84668725493376,630,19530,15190,28.969999999999995,976.5,314.9999999999997,1.935483870967742,31,17,88,9,115.08481864313379,70.34379260057307,1.4332752346489601,1.2661590685155077
healthy,11,81.72533488711488,216.0703175840634,247.8676221586839,200.17166529675313,5.74878096594093,70.34270307832416,2873.5451914475775,9.57804381700191,99.98554151087824,80.61854650391813,537.7916732975424,15.01198641542946,213.56911894252045,2.501198641542946,1017.0197205273431,1,25.83099773444118,9.299159184398825,11.365639003154119,5.166199546888237,1365.1424428757723,142.8628198588195,630,19530,15190,17,-463.8375000000002,142.14375000000018,1.935483870967742,31,17,88,9,115.08235892655654,70.34270307832416,1.4334920596651293,1.266292263168051
healthy,12,81.72771623289623,216.1034542513226,247.90065919885353,200.20485177755714,5.748904856805291,70.34216936177276,2873.9304897685993,9.579042366928718,99.98555001712684,80.62079412176314,537.9008338863388,15.005867849701477,213.60286746635245,2.500586784970147,1017.0605433711884,1,25.82507971184842,9.29702869626543,11.363035073213306,5.165015942369683,1365.2301937833188,142.87071744049868,630,19530,15190,30.387499999999996,976.5,377.9999999999997,1.935483870967742,31,17,88,9,115.08115479282128,70.34216936177276,1.4335982045433784,1.2663574674993014
healthy,13,81.72888200086196,216.11967618596154,247.9168323462269,200.22109810582887,5.748965498763664,70.34190800142149,2874.1191093480966,9.579531198717033,99.9855541788364,80.62189437978893,537.9542725421363,15.002872556880892,213.61938893027346,2.5002872556880886,1017.0805267517416,1,25.82218259324707,9.295985733568946,11.361760341028711,5.164436518649412,1365.2731515082266,142.8745836357404,630,19530,15190,17,-415.0125000000003,113.7937500000002,1.935483870967742,31,17,88,9,115.08056531919418,70.34190800142149,1.43365016688323,1.2663893877358319
healthy,14,81.72945269284656,216.12761753603294,247.92474980914804,200.2290513994754,5.748995183663978,70.34178003454517,2874.2114464900687,9.579770502241933,99.98555621557897,80.62243299125507,537.9804329903801,15.001406236262643,213.62747691240668,2.500140623626264,1017.0903091848933,1,25.820764332999026,9.295475159879649,11.36113630651957,5.164152866599805,1365.2941811041696,142.87647629937527,630,19530,15190,31.804999999999993,976.5,440.9999999999996,1.935483870967742,31,17,88,9,115.08027674729648,70.34178003454517,1.4336756046133154,1.266405014021396
healthy,15,81.72973207034785,216.13150516665593,247.9286257451169,200.23294487742544,5.749009715212496,70.34171738461234,2874.25664936779,9.579887651286654,99.9855572125085,80.62269666144824,537.9932396196282,15.000688411233742,213.63143632553255,2.500068841123374,1017.095098030156,1,25.820070035523514,9.295225212788464,11.360830815630345,5.1640140071047025,1365.3044759674667,142.877402837072,630,19530,15190,17,-366.1875000000002,88.59375000000016,1.935483870967742,31,17,88,9,115.08013547933079,70.34171738461234,1.4336880574419169,1.2664126637391644
healthy,16,81.72986883727347,216.13340832594264,247.93052317916778,200.23485089933007,5.7490168289037875,70.34168671370617,2874.2787780595654,9.579945000624422,99.9855577005133,80.62282573837918,537.9995089981636,15.000337005977824,213.63337462534486,2.5000337005977817,1017.0974423542439,1,25.81973014798513,9.295102853274646,11.360681265113458,5.163946029597026,1365.3095157319303,142.87785641587374,630,19530,15190,33.22249999999999,976.5,503.99999999999955,1.935483870967742,31,17,88,9,115.08006632277646,70.34168671370617,1.4336941536202965,1.2664164085946954
healthy,17,81.72993579038116,216.13434000221073,247.9314520526428,200.2357839769947,5.7490203113263565,70.34167169874324,2874.289610976061,9.579973075514403,99.98555793940389,80.62288892676726,538.0025781201363,15.000164978465662,213.63432350436418,2.500016497846566,1017.0985899949118,1,25.81956375887552,9.295042953195187,11.36060805390523,5.1639127517751024,1365.31198290659,142.87807846159308,630,19530,15190,17,-317.36250000000035,66.54375000000016,1.935483870967742,31,17,88,9,115.08003246776205,70.34167169874324,1.4336971379535772,1.2664182418574872
healthy,18,81.72996856671662,216.13479609668013,247.93190677501588,200.23624075751226,5.749022016111133,70.34166434822711,2874.294914139979,9.579986819342638,99.98555805634886,80.62291986008042,538.0040805832,15.000080763831871,213.63478802029695,2.5000080763831876,1017.0991518119582,1,25.81948230447467,9.29501362961088,11.360572213968855,5.163896460894936,1365.313190691367,142.878187162223,630,19530,15190,34.639999999999986,976.5,566.9999999999995,1.935483870967742,31,17,88,9,115.08001589432209,70.34166434822711,1.4336985989090443,1.2664191393159963
healthy,19,81.72998461209828,216.135019373953,247.93212938058747,200.2364643706358,5.749022850672827,70.34166074982735,2874.2975102596447,9.579993547519122,99.98555811359782,80.62293500321744,538.0048161014618,15.000039537260283,213.63501542022698,2.5000039537260292,1017.0994268445985,1,25.819442429152108,9.294999274494758,11.360554668826927,5.163888485830421,1365.3137819523308,142.87824037570977,630,19530,15190,17,-268.5375000000004,47.64375000000017,1.935483870967742,31,17,88,9,115.08000778093283,70.34166074982735,1.4336993141076084,1.2664195786593249
healthy,20,81.72999246698107,216.13512867748707,247.93223835529506,200.23657383858307,5.749023259225198,70.34165898825702,2874.2987811683743,9.5799968412418,99.98555814162346,80.62294241641187,538.005176168292,15.000019355136017,213.63512674197347,2.500001935513601,1017.0995614844849,1,25.81942290852052,9.294992247067386,11.360546079749028,5.163884581704103,1365.3140713992045,142.87826642592842,630,19530,15190,36.05749999999999,976.5,629.9999999999994,1.935483870967742,31,17,88,9,115.08000380909077,70.34165898825702,1.4336996642271007,1.2664197937361867
healthy,21,81.7299963122734,216.13518218612185,247.93229170295538,200.2366274277051,5.7490234592285105,70.34165812589397,2874.2994033311425,9.579998453656268,99.98555815534316,80.62294604547886,538.0053524360058,15.000009475145408,213.63518123860732,2.5000009475145406,1017.099627396305,1,25.81941335235814,9.29498880684893,11.360541875037582,5.163882670471628,1365.3142130955075,142.87827917859568,630,19530,15190,17,-219.7125000000005,31.89375000000015,1.935483870967742,31,17,88,9,115.08000186470859,70.34165812589397,1.4336998356251776,1.2664198990252706
healthy,22,81.72999819470421,216.13520838082815,247.93231781885794,200.23665366181325,5.749023557138443,70.34165770373109,2874.299707905737,9.579999243000321,99.98555816205952,80.62294782205822,538.0054387263948,15.000004638478408,213.6352079169803,2.5000004638478406,1017.0996596628837,1,25.81940867421854,9.294987122718673,11.360539816656157,5.163881734843709,1365.3142824617505,142.87828542155754,630,19530,15190,17,-927.6750000000004,568.5750000000006,1.935483870967742,31,17,88,9,115.08000091285253,70.34165770373109,1.4336999195316764,1.266419950568664
healthy,23,81.72999911623249,216.13522120422846,247.93233060368055,200.2366665045024,5.749023605069432,70.34165749706477,2874.29985700769,9.579999629417122,99.98555816534744,80.62294869176783,538.0054809691351,15.000002270728416,213.63522097715563,2.500000227072841,1017.0996754587181,1,25.81940638407433,9.294986298266759,11.360538808992706,5.163881276814864,1365.3143164194169,142.8782884777475,630,19530,15190,17,-170.88750000000047,19.293750000000106,1.935483870967742,31,17,88,9,115.08000044687934,70.34165749706477,1.4336999606074032,1.2664199758013017
healthy,24,81.72999956735899,216.135227481817,247.9323368623837,200.23667279153366,5.749023628533644,70.34165739589294,2874.2999299993076,9.579999818584243,99.98555816695702,80.62294911752691,538.0055016487165,15.000001111616157,213.63522737065537,2.500000111161616,1017.0996831914365,1,25.819405262953328,9.294985894663197,11.360538315699465,5.163881052590668,1365.3143330431087,142.87828997387976,630,19530,15190,17,-878.8500000000004,510.30000000000064,1.935483870967742,31,17,88,9,115.08000021876606,70.34165739589294,1.4336999807156825,1.2664199881537295
healthy,25,81.72999978820418,216.13523055495813,247.9323399262796,200.2366758692974,5.749023640020355,70.34165734636515,2874.2999657317446,9.579999911189429,99.98555816774498,80.62294932595368,538.0055117722329,15.000000544182416,213.63523050053988,2.500000054418242,1017.0996869769245,1,25.819404714117894,9.294985697082442,11.360538074211874,5.163880942823578,1365.3143411810986,142.87829070629886,630,19530,15190,17,-122.06250000000054,9.843750000000087,1.935483870967742,31,17,88,9,115.08000010709512,70.34165734636515,1.4336999905595231,1.2664199942007572
